year,type,author,title,field,tag,booktitle,abbr,vol,no,pages,doi
2004,inproceedings,"Patrick J. Schroeder, Pankaj Bolaki, Vijayram Gopu",Comparing the Fault Detection Effectiveness of N-way and Random Test Suites,Evaluation,,International Symposium on Empirical Software Engineering,,,,49-59,10.1109/ISESE.2004.1334893
2004,inproceedings,"Yves Ledru, Lydie du Bousquet, Olivier Maury, Pierre Bontron",Filtering TOBIAS Combinatorial Test Suites,Application,,International Conference on Fundamental Approaches to Software Engineering,,,,281-294,10.1007/978-3-540-24721-0_21
2004,inproceedings,"Toshiaki Shiba, Tatsuhiro Tsuchiya, Tohru Kikuno",Using Artificial Life Techniques to Generate Test Cases for Combinatorial Testing,Generation,Search Based,"International Computers, Software & Applications Conference",COMPSAC,,,72-78,10.1109/CMPSAC.2004.1342808
2004,article,"Ahmed M. Salem, Kamel Rekab, James A. Whittaker",Prediction of Software Failures through Logistic Regression,Evaluation,,Information and Software Technology,IST,46,12,781-789,10.1016/j.infsof.2003.10.008
2004,article,"D. Richard Kuhn, Dolores R. Wallace",Software Fault Interactions and Implications for Software Testing,Evaluation,,IEEE Transactions on Software Engineering,TSE,30,6,418-421,10.1109/TSE.2004.24
2004,inproceedings,"Charles J. Colbourn, Myra B. Cohen, Renée C. Turnban",A Deterministic Density Algorithm for Pairwise Interaction Coverage,Generation,,IASTED International Conference on Software Engineering,,,,345-352,
2004,article,"Alan Hartman, Leonid Raskin",Problems and algorithms for covering arrays,Generation,Constraint,Discrete Mathematics,,284,1-3,149-156,10.1016/j.disc.2003.11.029
2004,article,Kari J. Nurmela,Upper bounds for covering arrays by tabu search,Generation,,Discrete Applied Mathematics,,138,1-2,143-152,10.1016/S0166-218X(03)00291-9
2004,article,"Sosina Martirosyan, Tran van Trung",On t-Covering Arrays,Generation,,"Designs, Codes and Cryptography",DCC,32,1-3,323-339,10.1023/B:DESI.0000029232.40302.6D
2004,techreport,"Mats Grindal, Birgitta Lindström, Jeff Offutt, Sten F. Andler",An Evaluation of Combination Strategies for Test Case Selection,Evaluation,,"Department of Computer Science, University of Skovde",,,HS-IDA-TR-03-001,583–611,10.1007/s10664-006-9024-2
2004,inproceedings,"Andreas Blass, Yuri Gurevich",Pairwise Testing,Generation,,Current Trends in Theoretical Computer Science: The Challenge of the New Century,,,,237-266,10.1142/9789812562494_0049
2004,inproceedings,"Jose Torres-Jimenez, Carlos de Alfonso, Vicente Hernández",Computation of Ternary Covering Arrays Using a Grid,Generation,,"Applied Computing, Second Asian Applied Computing Conference, AACC 2004, Kathmandu, Nepal, October 29-31, 2004. Proceedings",,,,240-246,10.1007/978-3-540-30176-9_31
2004,inproceedings,"Dean S. Hoskins, Renée C. Turnban, Charles J. Colbourn",Experimental designs in software engineering: d-optimal designs and covering arrays,Generation,,ACM workshop on Interdisciplinary Software Engineering Research,,,,55-66,10.1145/1029997.1030009
2003,book,Sosina Martirosyan,"Perfect hash families, identifiable parent property codes and covering arrays",Generation,,"University of Duisburg-Essen, Germany",,,,1-115,
2003,article,Jianxing Yin,Constructions of difference covering arrays,Generation,,"Journal of Combinatorial Theory, Series A",JCT,104,2,327-339,10.1016/J.JCTA.2003.09.005
2003,inproceedings,"Myra B. Cohen, Charles J. Colbourn, Alan C.H. Ling",Augmenting Simulated Annealing to Build Interaction Test Suites,Generation,,International Symposium on Software Reliability Engineering,ISSRE,,,394-405,10.1109/ISSRE.2003.1251061
2003,inproceedings,"Baowen Xu, Lei Xu, Changhai Nie, William C. Chu, Chih-Hung Chang",Applying combinatorial method to test browser compatibility,Application,,International Symposium on Multimedia Software Engineering,,,,156-162,10.1109/MMSE.2003.1254437
2003,inproceedings,Adrian Dumitrescu,Efficient Algorithms for Generation of Combinatorial Covering Suites,Generation,,International Symposium on Algorithms and Computation,,,,300-308,10.1007/978-3-540-24587-2_32
2003,inproceedings,"Lei Xu, Changhai Nie",A Browser Compatibility Testing Method Based on Combinatorial Testing,Application,,International Conference on Web Engineering,,,,310-313,10.1007/3-540-45068-8_60
2003,inproceedings,"Baowen Xu, Changhai Nie, Liang Shi, William C. Chu, Hongji Yang, Huowang Chen",Test Plan Design for Software Configuration Testing,Model,,International Conference on Software Engineering Research and Practice,,,,686-692,
2003,inproceedings,"Myra B. Cohen, Peter B. Gibbons, Warwick B. Mugridge, Charles J. Colbourn",Constructing Test Suites for Interaction Testing,Generation,,International Conference on Software Engineering,ICSE,,,38-48,10.1109/ICSE.2003.1201186
2003,inproceedings,"Christine T. Cheng, Adrian Dumitrescu, Patrick J. Schroeder",Generating Small Combinatorial Test Suites to Cover Input-Output Relationships,Generation,,International Conference on Quality Software,,,,76-82,10.1109/QSIC.2003.1319088
2003,article,"Tomas Berling, Per Runeson",Efficient evaluation of multifactor dependent system performance using fractional factorial design,Application,,IEEE Transactions on Software Engineering,TSE,29,9,769-781,10.1109/TSE.2003.1232283
2003,article,"Toby Berger, Vladimir I. Levenshtein",Application of Cover-free Codes and Combinatorial Designs to Two-stage Testing,Generation,,Discrete Applied Mathematics,,128,1,11-26,10.1016/S0166-218X(02)00433-X
2003,inproceedings,"Syed A. Ghazi, Moataz A. Ahmed",Pair-wise Test Coverage using Genetic Algorithms,Generation,Search Based,Congress on Evolutionary Computation,CEC,,,1402-1424,10.1109/CEC.2003.1299837
2003,inproceedings,Gregory T. Daich,Testing Combinations of Parameters Made Easy,Model,,Conference on Systems Readiness Technology,,,,397-384,10.1109/AUTEST.2003.1243601
2003,inproceedings,"Myra B. Cohen, Peter B. Gibbons, Warwick B. Mugridge, Charles J. Colbourn, James S. Collofello",A Variable Strength Interaction Testing of Components,Generation,,Annual International Computer Software and Applications Conference,COMPSAC,,,413-418,10.1109/CMPSAC.2003.1245373
2003,inproceedings,Lee Copeland,Pairwise Testing,Application,,A Practitioner's Guide to Software Test Design,,,,,
2002,phdthesis,Alan W. Williams,Software Component Interaction Testing: Coverage Measurement and Generation of Configurations,Generation,,"School of Information Technology and Engineering, University of Ottawa, Canada",,,,,
2002,inproceedings,"Alan W. Williams, Robert L. Probert",Formulation of the Interaction Test Coverage Problem as an Integer Program,Generation,,International Conference on the Testing of Communicating Systems,,,,283-298,10.1007/978-0-387-35497-2_21
2002,inproceedings,"Patrick J. Schroeder, Pat Faherty, Bogdan Korel",Generating Expected Results for Automated Black-Box Testing,Other,Oracle,International Conference on Automated Software Engineering,ASE,,,139-148,10.1109/ASE.2002.1115005
2002,article,"Noritaka Kobayashi, Tsuchiya Tsuchiya, Kikuno Tohru",A New Method for Constructing Pair-wise Covering Designs for Software Testing,Generation,,Information Processing Letters,,81,2,85-91,10.1016/S0020-0190(01)00195-8
2002,inproceedings,"D. Richard Kuhn, Michael J. Reilly",An Investigation of the Applicability of Design of Experiments to Software Testing,Evaluation,,IEEE/NASA Software Engineering Workshop,SEW,,,91-95,10.1109/SEW.2002.1199454
2002,article,"Kuo-Chung Tai, Yu Lei",A Test Generation Strategy for Pairwise Testing,Generation,,IEEE Transactions on Software Engineering,TSE,28,1,109-111,10.1109/32.979992
2002,inproceedings,James A. Whittaker,Testing from the User Interface: Inputs and Outputs,Generation,,"How to Break Software, A Practical Guide to Testing with W/CD",,,,,
2002,phdthesis,Noritaka Kobayashi,Design and Evaluation of Automatic Test Generation Strategies,Generation,,"Graduate School of Engineering Science, Osaka University",,,,,
2002,article,Hongquan Xu,An Algorithm for Constructing Orthogonal and Nearly Orthogonal Arrays With Mixed Levels and Small Runs,Generation,,American Statistical Association and the American Society for Quality,,44,4,356-368,10.1198/004017002188618554
2001,article,"Dolores R. Wallace, D. Richard Kuhn",Failure Modes in Medical Device Software: an Analysis of 15 Years of Recall Data,Evaluation,,"International Journal of Reliability, Quality and Safety Engineering",,8,4,351-371,10.1142/S021853930100058X
2001,inproceedings,"Alan W. Williams, Robert L. Probert",A Measure for Component Interaction Test Coverage,Evaluation,,"International Computers, Software & Applications Conference",COMPSAC,,,304-311,10.1109/AICCSA.2001.934001
2001,phdthesis,Ahmed M. Salem,A Software Testing Model: Using Design of Experiments (DOE) and Logistic Regression,Application,,Florida Institute of Technology,Phd,,,,
2001,article,"Toby Berger, Vladimir I. Levenshtein",Application of cover-free codes and combinatorial designs to two-stage testing,Generation,,Electronic Notes in Discrete Mathematics,,6,,518-527,10.1016/S1571-0653(04)00204-5
2001,phdthesis,Patrick J. Schroeder,Black-box Test Reduction Using Input-output Analysis,Generation,,"Department of Computer Science, Illinois Institute of Technology, USA",Phd,,,,
2000,inproceedings,"Patrick J. Schroeder, Bogdan Korel",Black-Box Test Reduction Using Input-Output Analysis,Generation,,International Symposium on Software Testing and Analysis,ISSTA,,,173-177,10.1145/347324.349042
2000,inproceedings,Jerry Huller,Reducing Time to Market with Combinatorial Design Method Testing,Application,,International Council on Systems,,,,16-20,
2000,inproceedings,Alan W. Williams,Determination of Test Configurations for Pair-wise Interaction Coverage,Generation,,International Conference on Testing of Communicating Systems,,,,59-74,10.1007/978-0-387-35516-0_4
2000,inproceedings,"Yu-Wen Tung, Wafa S. Aldiwan",Automating Test Case Generation for the New Generation Mission Software System,Generation,,IEEE Arospace Conference,,,,431-437,10.1109/AERO.2000.879426
1999,article,"Charles J. Colbourn, Jeff H. Dinitz, D.R. Stinson","Applications of Combinatorial Designs to Communications, Cryptography, and Networking",Application,,Surveys in Combinatorics,,,,37-100,
1999,inproceedings,"Siddhartha R. Dalal, Aridaman Jain, N. Karunanithi, J.M. Leaton, C.M. Lott, Gardner C. Patton, B.M. Horowitz",Model-based Testing in Practice,Application,,International Conference on Software Engineering,ICSE,,,285-294,10.1145/302405.302640
1999,article,"M. A. Chateauneuf, Charles J. Colbourn, Donald L. Kreher",Covering Arrays of Strength Three,Generation,,"Designs, Codes and Cryptography",DCC,16,3,235-242,10.1023/A:1008379710317
1998,article,"Siddhartha R. Dalal, Colin L. Mallows",Factor-Covering Designs for Testing Software,Generation,,Technometrics,,40,3,234-243,10.1080/00401706.1998.10485524
1998,article,"V.N. Nair, D.A. James, W.K. Ehrlich, J. Zevallos",A Statistical Assessment of Some Software Testing Strategies and Application of Experimental Design Techniques,Evaluation,,Statistica Sinica,,8,1,165-184,
1998,inproceedings,"Yu Lei, Kuo-Chung Tai",In-Parameter-Order: A Test Generation Strategy for Pairwise Testing,Generation,,International High-Assurance Systems Engineering Symposium,,,,254-261,10.1109/HASE.1998.731623
1998,inproceedings,"Kevin Burr, William Young","Combinatorial Test Techniques: Table-based Automation, Test Generation and Code Coverage",Application,,International Conference on Software Testing Analysis and Review,,,,503-513,
1998,inproceedings,"Siddhartha R. Dalal, Aridaman Jain, N. Karunanithi, J.M. Leaton, C.M. Lott",Model-Based Testing of a Highly Programmable System,Application,,International Conference on Software Reliability Engineering,ISSRE,,,174-178,10.1109/ISSRE.1998.730876
1998,inproceedings,"Brett Stevens, Eric Mendelsohn",Efficient software testing protocols,Application,,Conference of the Centre for Advanced Studies on Collaborative Research,,,,22,"10.5555/783160.783182,"
1997,inproceedings,"I.S. Dunietz, W.K. Ehrlich, B.D. Szablak, Colin L. Mallows, A. Iannino",Applying Design of Experiments to Software Testing,Application,,International Conference on Software Engineering,ICSE,,,205-215,10.1145/253228.253271
1997,article,"David M. Cohen, Siddhartha R. Dalal, Michael L. Fredman, Gardner C. Patton",The AETG System: An Approach to Testing Based on Combinatorial Design,Generation,,IEEE Transactions on Software Engineering,TSE,23,7,437-444,10.1109/32.605761
1996,inproceedings,"Alan W. Williams, Robert L. Probert",A Practical Strategy for Testing Pair-wise Coverage of Network Interfaces,Generation,Constraint,International Conference on Software Reliability Engineering,ISSRE,,,246-254,10.1109/ISSRE.1996.558835
1996,article,"David M. Cohen, Siddhartha R. Dalal, Jesse Parelius, Gardner C. Patton",The Combinatorial Design Approach to Automatic Test Generation,Generation,,IEEE Software,,13,5,83-87,10.1109/52.536462
1996,article,"Anant P. Godbole, Daphne E. Skipper, Rachel A. Sunley",t-Covering Arrays: Upper Bounds and Poisson Approximations,Generation,,"Combinatorics, Probability &amp; Computing",,5,,105-117,10.1017/S0963548300001905
1995,article,"P.W.M. John, M.E. Johnson, L.M. Moore, D. Ylvisaker",Minimax Distance Designs in Two-level Factorial Experiments,Generation,,Journal of Society of Technical Analysts,,44,2,249-263,10.1016/0378-3758(94)00047-Y
1994,inproceedings,George Sherwood,Effective Testing of Factor Combinations,Generation,"Constraint, Tool","International Conference on Software Testing, Analysis & Review",,,,1-16,
1994,inproceedings,"David M. Cohen, Siddhartha R. Dalal, A. Kajla, Gardner C. Patton",The Automatic Efficient Tests Generator (AETG) System,Generation,,International Conference on Software Reliability Engineering,ISSRE,,,303 - 309,10.1109/ISSRE.1994.341392
1994,inproceedings,"Kirk Burroughs, Aridaman Jain, Robert L. Erickson",Improved Quality of Protocol Testing Through Techniques of Experimental Design,Application,,IEEE International Conference on Communications,,,,745-752,10.1109/ICC.1994.368821
1992,article,"Robert Brownlie, James Prowse, Madhav S. Phadke",Robust Testing of AT&T PMX/StarMAIL Using Oats,Application,,AT&T Technical Journal,,71,3,41-47,10.1002/j.1538-7305.1992.tb00164.x
1989,article,"Charles J. Colbourn, Paul C. van Oorschot",Applications of combinatorial designs in computer science,Application,Survey,ACM Computing Surveys,CSUR,21,2,223-250,10.1145/66443.66446
1988,article,"Gadiel Seroussi, Nader H. Bshouty",Vector Sets for Exhaustive Testing of Logic Circuits,Application,,IEEE Transaction on Information Theory,,34,3,513-522,10.1109/18.6031
1987,inproceedings,Keizo Tatsumi,Test Case Design Support System,Application,Constraint,International Conference on Quality Control,,,,615-620,
